,POLICYNO,PLCYDATE,CLM_FREQ5,CLM_AMT5,CLM_AMT,KIDSDRIV,TRAVTIME,CAR_USE,BLUEBOOK,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,REVOLKED,MVR_PTS,CLM_FLAG,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,AREA,IN_YY
2392,22960980,8990.0,1,4697,0,0,79,Private,5600,1,3,Sports Car,no,No,0,No,39,0,-2147483648,-2147483648,F,Yes,No,Student,<High School,0,1,Urban,0
2393,22962118,8795.0,0,0,0,0,22,Private,6700,10,1,Sedan,yes,No,0,No,52,0,6,168168,M,No,No,Lawyer,Masters,0,15,Urban,0
2394,22963253,8683.0,3,6295,4296,0,31,Private,8560,4,1,SUV,no,No,5,Yes,36,0,9,60847,F,No,No,Blue Collar,Bachelors,211273,3,Urban,0
2395,22984286,9415.0,0,0,2777,0,45,Commercial,11170,1,3,SUV,no,No,3,Yes,39,0,11,57744,F,Yes,No,Blue Collar,High School,213239,8,Urban,1
2396,22986331,8830.0,3,4824,4298,0,38,Commercial,6700,1,1,Pickup,yes,No,0,Yes,52,0,10,5,M,No,No,Student,Bachelors,0,11,Urban,1
2397,23000856,10665.0,2,4390,0,0,52,Commercial,30810,6,2,Panel Truck,yes,No,0,No,53,0,10,62280,M,No,No,Unknown,Masters,0,12,Urban,0
2398,23003411,9866.0,3,9237,0,1,41,Private,20860,1,1,SUV,no,No,2,No,37,2,0,0,F,No,Yes,Student,Bachelors,0,4,Rural,1
2399,23004202,9523.0,3,3795,2536,1,57,Private,15110,7,3,Sports Car,no,No,6,Yes,57,2,15,79053,F,Yes,No,Lawyer,Masters,-2147483648,12,Urban,0
2400,23005513,9278.0,2,3996,1009,0,26,Private,28090,1,1,Sedan,no,No,4,Yes,41,3,12,48762,F,Yes,No,Clerical,High School,176946,12,Urban,1
2401,23028415,9269.0,0,0,5723,0,21,Private,7020,6,2,Pickup,yes,No,1,Yes,39,0,4,102052,M,No,No,Manager,PhD,237341,16,Urban,0
2402,23041067,9854.0,0,0,0,0,27,Private,12760,1,3,SUV,no,No,0,No,35,0,7,64890,F,No,No,Manager,Bachelors,0,12,Urban,1
2403,23057386,10173.0,3,3534,2446,2,43,Private,15600,1,2,Sedan,no,No,5,Yes,45,2,10,71119,F,No,Yes,Clerical,Bachelors,0,4,Urban,1
2404,23099161,9366.0,0,0,0,1,20,Private,9130,9,1,SUV,no,No,3,No,39,2,-2147483648,40608,F,No,Yes,Clerical,High School,176832,6,Urban,0
2405,23105993,9651.0,0,0,0,0,36,Private,20490,6,3,Sedan,no,No,0,No,43,0,11,50260,F,Yes,No,Professional,High School,178766,1,Urban,0
2406,23116508,10292.0,0,0,338,0,70,Commercial,19920,1,2,Van,no,No,0,Yes,51,0,12,146881,M,Yes,No,Manager,PhD,396556,11,Urban,1
2407,23116749,9940.0,0,0,0,2,35,Commercial,16510,4,1,Sedan,yes,No,0,No,44,3,15,69264,M,Yes,No,Blue Collar,High School,242234,9,Rural,0
2408,23130525,9903.0,0,0,0,0,42,Private,11990,7,3,SUV,no,No,0,No,34,1,0,0,F,Yes,No,Student,<High School,0,6,Urban,0
2409,23135271,8564.0,3,33089,2257,0,34,Private,12340,13,1,SUV,no,No,3,Yes,51,0,15,57410,F,Yes,No,Professional,Bachelors,231626,4,Urban,0
2410,23159753,10231.0,2,53477,0,0,23,Commercial,7850,6,2,Sports Car,no,Yes,2,No,34,4,-2147483648,6363,F,No,Yes,Student,High School,0,1,Urban,0
2411,23163738,9179.0,2,5303,0,0,43,Private,9920,4,1,SUV,no,No,3,No,43,1,-2147483648,41229,F,Yes,No,Student,High School,0,5,Urban,0
2412,23168041,9396.0,0,0,2774,0,46,Commercial,6830,6,1,SUV,no,No,0,Yes,41,0,5,53293,F,No,No,Blue Collar,High School,0,1,Urban,0
2413,23173815,9138.0,2,39973,0,0,29,Commercial,18340,1,1,Van,yes,Yes,3,No,42,0,11,94090,M,Yes,No,Manager,Masters,-2147483648,15,Urban,1
2414,23215966,10479.0,0,0,0,0,10,Commercial,8650,1,1,Pickup,yes,No,0,No,38,1,12,15216,M,No,Yes,Home Maker,Bachelors,134163,8,Rural,1
2415,23243499,9377.0,3,7466,0,0,51,Private,8360,4,2,Sedan,yes,No,0,No,36,0,9,32645,M,Yes,No,Doctor,PhD,190491,14,Urban,0
2416,23263055,9834.0,0,0,0,0,35,Private,10960,1,2,SUV,no,Yes,4,No,34,1,12,121279,F,Yes,No,Blue Collar,Bachelors,325518,15,Urban,1
2417,23267328,9840.0,3,3170,0,0,43,Private,16940,6,1,Van,yes,No,3,No,49,0,13,-2147483648,M,Yes,No,Professional,Bachelors,232785,12,Urban,0
2418,23269518,9334.0,2,25081,3997,0,24,Private,4200,10,1,SUV,no,Yes,3,Yes,26,2,13,989,F,Yes,No,Student,<High School,0,1,Urban,0
2419,23273550,10256.0,1,4400,8496,0,25,Private,6480,1,1,SUV,no,No,2,Yes,42,0,-2147483648,7804,F,No,No,Student,High School,0,8,Urban,1
2420,23275620,10592.0,0,0,0,0,44,Commercial,6040,6,1,Pickup,yes,No,1,No,44,0,11,65426,M,Yes,No,Manager,Bachelors,181181,14,Urban,0
2421,23280915,9767.0,4,4478,0,0,26,Commercial,24450,3,1,Panel Truck,no,No,3,No,55,0,14,174526,M,No,No,Unknown,PhD,439040,9,Urban,0
2422,23283913,9960.0,1,5278,0,0,22,Private,12360,1,2,Sedan,yes,No,0,No,30,1,-2147483648,55307,M,Yes,No,Unknown,Masters,174352,24,Urban,0
2423,23293090,10382.0,0,0,0,2,5,Commercial,17510,10,3,Pickup,no,No,0,No,39,2,-2147483648,64990,F,Yes,No,Professional,High School,197575,7,Urban,0
2424,23301218,10686.0,2,4448,0,0,23,Private,9650,6,1,SUV,no,No,6,No,36,4,14,45484,F,Yes,No,Blue Collar,<High School,187068,1,Urban,0
2425,23308264,10421.0,0,0,0,0,43,Commercial,28300,4,1,Panel Truck,yes,No,3,No,45,0,13,107012,M,Yes,No,Manager,Masters,322746,1,Urban,0
2426,23314181,9704.0,0,0,0,0,39,Private,12260,3,2,SUV,no,No,0,No,49,0,12,23111,F,Yes,No,Clerical,<High School,135834,8,Urban,0
2427,23316322,9493.0,0,0,0,0,37,Commercial,33030,6,1,Panel Truck,yes,No,0,No,50,0,-2147483648,120424,M,Yes,No,Professional,Bachelors,315565,13,Rural,0
2428,23325129,9974.0,0,0,0,0,23,Commercial,22990,10,3,Panel Truck,no,Yes,2,No,58,0,15,89403,M,Yes,No,Blue Collar,Bachelors,274333,15,Urban,0
2429,23359222,9438.0,0,0,0,0,35,Private,37380,1,1,Sedan,no,No,0,No,56,0,15,4200,F,Yes,No,Home Maker,Bachelors,127300,9,Urban,1
2430,23369747,9704.0,0,0,0,0,34,Commercial,16710,4,1,Van,yes,Yes,0,No,37,3,9,14818,M,No,Yes,Clerical,<High School,137447,1,Rural,0
2431,23371984,9340.0,0,0,0,0,56,Private,13720,4,2,SUV,no,Yes,3,No,46,0,7,76216,F,No,No,Home Maker,Masters,0,19,Urban,0
2432,23374567,10418.0,2,1433,292,2,53,Private,1500,6,1,Sports Car,no,No,5,Yes,41,4,0,0,F,No,Yes,Home Maker,Masters,0,-2147483648,Urban,0
2433,23376127,10420.0,0,0,0,0,16,Private,25500,4,2,Sedan,no,No,0,No,45,0,12,43998,F,Yes,No,Manager,Masters,181595,15,Urban,0
2434,23378749,10230.0,0,0,0,0,11,Private,10710,6,2,Pickup,yes,No,0,No,53,0,14,39095,M,Yes,No,Manager,High School,197227,10,Urban,0
2435,23383523,10617.0,0,0,0,0,40,Commercial,6600,1,1,Pickup,no,No,0,No,51,0,12,54236,M,Yes,No,Blue Collar,Bachelors,219127,14,Rural,1
2436,23387750,10719.0,1,9000,6431,1,5,Commercial,12430,1,1,Sedan,yes,No,0,Yes,51,1,8,-2147483648,M,Yes,No,Blue Collar,High School,253662,11,Urban,0
2437,23387888,10499.0,0,0,0,0,45,Private,9930,4,1,Sports Car,no,No,3,No,33,5,0,0,F,Yes,No,Home Maker,Bachelors,0,10,Rural,0
2438,23389650,8653.0,0,0,0,0,46,Commercial,24050,1,2,Panel Truck,no,No,0,No,43,3,11,72637,F,No,Yes,Manager,Masters,0,16,Urban,1
2439,23400788,10080.0,0,0,0,0,40,Private,14350,1,2,Sedan,yes,No,2,No,47,0,13,128481,M,No,No,Professional,Bachelors,0,12,Urban,1
2440,23408130,8748.0,0,0,0,0,29,Commercial,9160,6,2,Pickup,no,No,0,No,55,0,12,51512,M,No,No,Clerical,Bachelors,0,4,Rural,0
2441,23415235,10362.0,0,0,0,0,36,Private,5800,1,1,Sports Car,no,No,0,No,43,0,14,93239,F,Yes,No,Professional,Masters,277687,13,Rural,1
2442,23432010,10574.0,0,0,9388,2,22,Commercial,5300,4,1,Pickup,yes,No,8,Yes,38,2,0,0,M,Yes,No,Student,High School,0,1,Urban,0
2443,23434443,10059.0,3,9736,785,0,24,Commercial,10310,7,1,Pickup,yes,No,2,Yes,51,0,14,37098,M,No,No,Unknown,Masters,-2147483648,19,Urban,0
2444,23438144,9733.0,0,0,0,0,37,Commercial,25020,6,2,Pickup,no,No,1,No,36,0,10,166406,F,No,No,Unknown,Masters,410930,16,Urban,0
2445,23443750,9203.0,2,2168,4229,0,40,Private,4780,3,2,SUV,no,No,2,Yes,31,0,5,11425,F,No,No,Clerical,<High School,0,6,Urban,0
2446,23455203,8937.0,4,3011,0,1,26,Private,16860,6,2,Sedan,yes,No,0,No,38,1,9,100796,M,No,Yes,Professional,Bachelors,0,-2147483648,Urban,0
2447,23459143,9215.0,0,0,0,0,13,Commercial,21460,3,9,Van,no,No,0,No,47,0,6,108031,M,Yes,No,Unknown,Masters,329698,13,Urban,0
2448,23462578,9756.0,2,5872,0,0,69,Commercial,30370,17,2,Panel Truck,no,No,3,No,36,1,13,-2147483648,M,Yes,No,Clerical,High School,145803,1,Urban,0
2449,23497869,9046.0,0,0,0,0,40,Private,30110,1,1,Sedan,no,No,2,No,38,0,6,90075,F,No,No,Professional,Masters,271397,15,Urban,1
2450,23506227,8864.0,3,9712,0,0,21,Commercial,27250,1,3,Panel Truck,no,No,1,No,43,1,12,71402,F,Yes,No,Unknown,Masters,210868,15,Urban,0
2451,23508491,9754.0,0,0,0,0,47,Commercial,5600,12,1,Pickup,yes,No,0,No,41,0,10,185205,M,No,No,Blue Collar,Bachelors,480262,12,Rural,0
2452,23517414,9159.0,0,0,0,0,8,Private,6500,7,1,SUV,no,No,0,No,50,0,0,0,F,No,No,Home Maker,High School,-2147483648,1,Urban,0
2453,23519483,10548.0,0,0,0,0,21,Private,6800,1,1,Pickup,no,No,0,No,53,0,14,46817,M,Yes,No,Manager,Masters,223487,13,Urban,1
2454,23524815,9707.0,1,7333,5120,0,45,Private,10360,4,2,SUV,no,Yes,0,Yes,46,0,10,42621,F,No,No,Clerical,High School,0,1,Urban,0
2455,23526613,8946.0,0,0,0,0,25,Private,12020,4,2,Sedan,no,No,0,No,55,0,15,105178,F,Yes,No,Doctor,PhD,313734,8,Urban,0
2456,23527598,8762.0,0,0,0,0,42,Private,10930,7,2,Sports Car,yes,No,4,No,63,0,13,31269,M,Yes,No,Professional,High School,201461,1,Rural,0
2457,23544640,8680.0,2,1449,6767,3,12,Commercial,28870,3,1,Panel Truck,yes,No,3,Yes,40,4,10,147647,M,No,Yes,Professional,PhD,385798,25,Urban,0
2458,23562954,9146.0,0,0,0,0,52,Commercial,23480,9,2,Panel Truck,no,No,0,No,35,0,5,60855,M,No,No,Blue Collar,Bachelors,0,1,Rural,0
2459,23586770,8702.0,0,0,0,0,17,Commercial,29990,1,2,Panel Truck,no,No,2,No,55,0,12,130162,F,No,No,Blue Collar,Bachelors,356853,7,Rural,1
2460,23591605,10359.0,0,0,0,1,11,Commercial,19320,7,2,Van,no,No,0,No,38,2,12,10287,M,No,Yes,Blue Collar,<High School,-2147483648,1,Rural,0
2461,23597734,9461.0,0,0,0,0,20,Private,22300,10,1,SUV,no,No,1,No,60,0,5,100328,F,Yes,No,Lawyer,Masters,302757,20,Urban,0
2462,23625967,10500.0,1,36744,6464,0,9,Commercial,6840,7,1,SUV,no,Yes,2,Yes,29,3,13,24365,F,No,Yes,Student,High School,0,1,Urban,0
2463,23648365,8573.0,0,0,0,0,34,Private,6300,10,1,Sports Car,no,No,0,No,48,0,11,105103,F,Yes,No,Lawyer,Masters,318523,16,Urban,0
2464,23667475,8847.0,1,4007,0,1,21,Commercial,28600,4,1,Panel Truck,yes,No,6,No,58,1,11,66762,M,Yes,No,Unknown,PhD,225043,17,Urban,0
2465,23687949,8972.0,0,0,0,0,5,Private,16080,3,1,Sedan,yes,No,0,No,40,2,11,-2147483648,M,No,Yes,Professional,Bachelors,0,1,Urban,0
2466,23691785,10550.0,4,5328,6515,2,39,Private,23100,10,1,Pickup,no,No,5,Yes,43,3,12,53073,F,No,Yes,Lawyer,Masters,213525,13,Urban,0
2467,23701973,8848.0,0,0,0,2,21,Private,25620,10,1,Sports Car,no,No,2,No,40,3,13,48623,F,Yes,No,Blue Collar,<High School,221757,1,Rural,0
2468,23714568,8587.0,0,0,0,0,20,Commercial,20800,14,1,Van,no,No,1,No,47,0,-2147483648,120150,M,Yes,No,Unknown,Masters,318649,15,Urban,0
2469,23714843,9385.0,1,46442,0,0,25,Commercial,20720,4,1,SUV,no,Yes,5,No,42,0,8,57095,F,No,No,Blue Collar,High School,0,12,Rural,0
2470,23734869,9091.0,2,8258,0,0,24,Private,9910,1,1,Pickup,yes,No,0,No,48,0,15,36098,M,No,No,Manager,High School,0,6,Urban,1
2471,23751300,8604.0,0,0,0,0,22,Private,17880,11,1,Van,yes,No,0,No,47,0,12,65417,M,No,No,Professional,High School,0,1,Rural,0
2472,23754460,9064.0,0,0,0,0,19,Private,24840,10,1,Sedan,yes,No,0,No,46,0,14,104466,M,No,No,Lawyer,Masters,299208,16,Urban,0
2473,23756040,9644.0,0,0,0,0,62,Private,7070,4,2,Pickup,yes,No,2,No,52,0,0,0,M,Yes,No,Student,<High School,148315,1,Rural,0
2474,23784564,10318.0,0,0,0,0,14,Private,8130,7,1,SUV,no,No,2,No,44,0,0,22288,F,Yes,No,Home Maker,Bachelors,155196,14,Urban,0
2475,23785279,9324.0,3,35375,0,0,27,Commercial,4600,6,2,Sports Car,no,No,0,No,31,2,10,47623,F,No,Yes,Blue Collar,High School,0,1,Urban,0
2476,23799104,9488.0,0,0,0,0,53,Private,11340,6,1,SUV,no,No,1,No,52,0,14,25835,F,Yes,No,Clerical,High School,127524,1,Rural,0
2477,23816606,8709.0,4,4219,0,0,40,Commercial,11300,1,1,Sedan,no,No,3,No,51,0,8,46993,F,Yes,No,Blue Collar,Bachelors,175488,6,Urban,1
2478,23823431,10659.0,2,31039,3840,0,34,Commercial,22010,10,1,Van,yes,Yes,3,Yes,35,0,10,71379,M,No,No,Blue Collar,Bachelors,0,9,Urban,0
2479,23833082,10420.0,2,7105,2527,0,32,Commercial,10260,3,1,SUV,no,No,9,Yes,49,0,13,37414,F,Yes,No,Blue Collar,High School,185993,1,Urban,0
2480,23837194,9788.0,0,0,0,0,40,Private,22940,4,1,Sedan,no,No,2,No,53,0,14,161395,M,Yes,No,Lawyer,PhD,412344,11,Urban,0
2481,23837329,10500.0,0,0,19970,0,12,Commercial,37720,6,1,Panel Truck,no,No,5,Yes,31,1,9,83316,F,No,Yes,Professional,High School,239711,1,Urban,0
2482,23858342,10389.0,0,0,0,0,22,Private,1930,1,1,Sports Car,no,No,3,No,50,0,13,21262,F,No,No,Home Maker,High School,152605,8,Rural,1
2483,23871085,8731.0,0,0,0,0,19,Private,16540,1,1,SUV,no,No,0,No,48,0,9,16468,F,Yes,No,Clerical,<High School,127759,1,Urban,1
2484,23877664,9887.0,1,2219,0,0,5,Private,7850,6,2,Sports Car,no,No,0,No,51,0,13,81948,F,Yes,No,Professional,High School,308197,1,Urban,0
2485,23888014,8796.0,0,0,0,0,5,Private,21910,6,1,Van,yes,No,0,No,53,0,16,139307,M,Yes,No,Lawyer,Masters,338975,18,Urban,0
2486,23892520,10241.0,0,0,0,0,49,Private,14340,3,3,Sports Car,no,No,1,No,54,0,13,74398,F,No,No,Manager,Bachelors,233136,1,Urban,0
2487,23917769,9735.0,1,3924,0,0,46,Private,17440,11,4,Sedan,no,No,2,No,47,0,7,108139,F,No,No,Professional,Bachelors,0,12,Urban,0
2488,23925711,9982.0,2,1670,6879,1,31,Commercial,19050,7,3,SUV,no,No,2,Yes,43,2,12,83803,F,No,Yes,Blue Collar,High School,285833,-2147483648,Rural,0
2489,23941657,10636.0,1,3424,0,0,27,Private,9160,4,1,Pickup,no,No,5,No,48,0,11,45916,M,No,No,Blue Collar,<High School,194824,1,Urban,0
2490,23955143,10203.0,0,0,0,0,48,Private,16810,1,1,Sedan,no,No,1,No,38,0,-2147483648,-2147483648,F,Yes,No,Lawyer,PhD,305294,14,Urban,0
2491,23970273,9572.0,3,4749,0,0,37,Private,4500,1,1,Sports Car,no,No,7,No,30,1,0,0,F,No,Yes,Student,<High School,0,6,Urban,1
2492,24001131,10028.0,0,0,0,0,28,Private,5900,6,2,Pickup,yes,No,1,No,45,0,11,191870,M,No,No,Doctor,PhD,546868,14,Urban,0
2493,24004391,9114.0,0,0,1499,0,36,Private,7550,6,3,SUV,no,Yes,0,Yes,37,0,13,-2147483648,F,Yes,No,Clerical,High School,143167,1,Urban,0
2494,24007072,9788.0,0,0,0,1,53,Private,31830,10,3,Sedan,yes,Yes,0,No,43,1,3,154611,M,No,Yes,Lawyer,Masters,0,19,Urban,0
2495,24010198,8560.0,0,0,0,0,44,Commercial,12490,7,1,Sedan,yes,No,0,No,43,0,11,43032,M,Yes,No,Blue Collar,Bachelors,-2147483648,1,Urban,0
2496,24011737,10114.0,2,1867,3291,0,36,Private,9780,6,2,Sedan,no,No,0,Yes,51,0,7,26114,F,No,No,Lawyer,Masters,0,8,Urban,0
2497,24014557,8995.0,0,0,0,0,21,Private,1500,6,1,SUV,no,No,0,No,56,0,12,38389,F,No,No,Clerical,Bachelors,173079,13,Rural,0
2498,24045729,8984.0,0,0,0,0,71,Commercial,22490,1,2,Van,yes,No,2,No,28,3,13,98485,M,Yes,No,Blue Collar,Bachelors,284911,-2147483648,Rural,1
2499,24055794,10509.0,1,7746,6170,1,9,Private,12930,6,1,SUV,no,No,5,Yes,44,2,-2147483648,63215,F,Yes,No,Professional,Bachelors,202136,10,Urban,0
2500,24056330,9785.0,1,24208,4236,0,29,Commercial,5060,10,1,Pickup,no,Yes,5,Yes,42,3,16,35586,M,Yes,No,Clerical,High School,125317,1,Urban,0
2501,24060568,10593.0,0,0,8107,0,30,Private,9990,1,1,SUV,no,Yes,2,Yes,27,3,11,14461,F,Yes,No,Clerical,High School,108046,1,Urban,1
2502,24071128,10652.0,0,0,0,0,27,Commercial,21170,6,2,Pickup,no,No,0,No,46,0,12,128026,F,Yes,No,Manager,PhD,350087,-2147483648,Urban,0
2503,24072832,10342.0,0,0,0,0,37,Commercial,16650,1,4,Sports Car,no,No,0,No,43,0,7,-2147483648,F,No,No,Blue Collar,High School,0,1,Urban,0
2504,24089001,10008.0,0,0,0,0,34,Commercial,9840,8,2,Pickup,yes,Yes,0,No,47,0,10,45669,M,No,No,Manager,Masters,165229,9,Urban,0
2505,24093281,10668.0,2,5926,0,0,41,Private,1500,13,1,SUV,no,No,8,No,34,1,10,74356,F,Yes,No,Manager,Bachelors,233461,13,Urban,0
2506,24105257,9427.0,2,40521,0,0,33,Commercial,18870,13,1,Van,no,Yes,5,No,33,5,10,-2147483648,M,Yes,No,Blue Collar,High School,262750,1,Urban,0
2507,24108721,9416.0,3,28456,0,0,43,Private,7090,6,2,Sports Car,no,No,4,No,48,0,8,37095,F,Yes,No,Clerical,High School,-2147483648,1,Urban,0
2508,24111698,9478.0,0,0,0,0,26,Private,21190,10,1,Sedan,no,No,1,No,59,0,13,137935,M,No,No,Doctor,PhD,380971,10,Urban,0
2509,24113213,9434.0,3,5916,0,0,20,Private,13460,10,1,SUV,no,No,2,No,55,0,16,64603,F,Yes,No,Professional,High School,217162,7,Urban,0
2510,24119057,10114.0,0,0,6111,0,39,Private,15270,10,3,Sedan,no,No,0,Yes,44,3,15,-2147483648,F,Yes,No,Lawyer,Masters,155178,16,Urban,0
2511,24119532,9640.0,2,7931,0,1,31,Private,21370,6,1,Sedan,no,No,2,No,39,2,-2147483648,159727,M,Yes,No,Blue Collar,<High School,352003,1,Urban,0
2512,24130468,10429.0,0,0,3514,1,37,Private,22300,12,1,Sedan,no,No,0,Yes,37,3,6,29251,F,No,Yes,Clerical,<High School,-2147483648,5,Urban,0
2513,24131466,9936.0,0,0,0,2,36,Private,14330,17,1,Sedan,no,No,5,No,45,2,14,71033,F,Yes,No,Clerical,Bachelors,219527,6,Urban,0
2514,24161651,10134.0,0,0,0,0,6,Private,14320,10,2,Sedan,yes,No,0,No,35,0,7,17562,M,No,No,Clerical,High School,0,1,Rural,0
2515,24163158,8893.0,0,0,5342,1,9,Commercial,27420,10,1,Van,no,No,8,Yes,60,1,7,102339,F,No,Yes,Unknown,PhD,0,11,Urban,0
2516,24176055,10359.0,3,8636,5488,0,43,Commercial,10060,1,3,Pickup,yes,No,5,Yes,46,0,13,26412,M,Yes,No,Clerical,High School,140131,7,Urban,1
2517,24188721,9793.0,2,4179,0,0,32,Commercial,27690,4,1,Panel Truck,no,No,4,No,57,0,12,47248,M,Yes,No,Manager,Bachelors,-2147483648,10,Urban,0
2518,24210032,10520.0,0,0,0,0,26,Private,13640,3,1,SUV,no,No,0,No,49,0,0,-2147483648,F,Yes,No,Student,<High School,0,5,Rural,0
2519,24249992,9804.0,0,0,0,0,23,Private,6180,1,2,Sedan,no,No,0,No,28,2,-2147483648,11550,M,Yes,No,Clerical,<High School,104450,1,Rural,1
2520,24252033,8855.0,0,0,0,0,70,Private,13430,9,2,Sedan,no,No,0,No,53,0,12,74061,M,Yes,No,Manager,Bachelors,272686,11,Urban,0
2521,24280060,9796.0,3,3771,5027,0,33,Commercial,9840,10,1,Sports Car,no,No,3,Yes,37,2,14,83419,F,Yes,No,Blue Collar,High School,297024,1,Urban,0
2522,24282721,10421.0,0,0,0,0,45,Private,27150,6,3,Pickup,no,No,2,No,45,0,11,124745,F,No,No,Lawyer,Masters,0,-2147483648,Urban,0
2523,24293187,10022.0,3,6527,0,0,62,Private,15650,4,2,Sedan,yes,No,1,No,47,0,10,129926,M,No,No,Professional,Masters,0,9,Urban,0
2524,24335471,9665.0,0,0,0,0,20,Private,15150,4,1,Sedan,yes,No,0,No,40,0,14,96462,M,No,No,Blue Collar,Bachelors,262391,12,Urban,0
2525,24337476,8536.0,2,4845,0,0,33,Commercial,28770,1,3,Panel Truck,no,No,5,No,45,0,10,63457,M,Yes,No,Professional,Bachelors,209490,8,Urban,1
2526,24349423,9957.0,2,3886,0,0,30,Commercial,29800,1,2,Panel Truck,yes,No,2,No,58,0,7,65923,M,Yes,No,Manager,Bachelors,238115,8,Urban,1
2527,24370195,9071.0,0,0,0,0,28,Private,9230,4,3,Pickup,yes,No,6,No,48,0,14,29295,M,Yes,No,Clerical,High School,147113,1,Rural,0
2528,24376315,8720.0,0,0,0,0,29,Private,22630,1,3,Sedan,yes,No,2,No,46,0,-2147483648,60213,M,Yes,No,Professional,High School,216721,7,Urban,1
2529,24377938,8809.0,1,7475,0,0,12,Private,6550,7,1,Pickup,yes,No,4,No,32,0,9,36763,M,Yes,No,Blue Collar,<High School,175960,5,Urban,0
2530,24383174,9150.0,1,9866,0,0,26,Commercial,16240,6,2,Van,yes,No,0,No,54,0,12,93400,M,Yes,No,Blue Collar,High School,317614,1,Urban,0
2531,24393107,10363.0,0,0,0,0,14,Private,13790,1,2,Sedan,no,No,2,No,51,0,11,71939,M,No,No,Manager,Bachelors,0,8,Urban,1
2532,24400996,8800.0,1,8727,0,0,34,Private,11020,1,2,SUV,no,No,5,No,48,0,12,-2147483648,F,Yes,No,Blue Collar,Bachelors,140348,10,Urban,0
2533,24409393,10412.0,0,0,0,0,29,Private,28750,1,2,Pickup,no,No,0,No,39,0,9,103073,F,No,No,Manager,Bachelors,257576,1,Urban,1
2534,24433658,10360.0,1,34020,3674,0,6,Commercial,5700,4,1,Sedan,yes,Yes,9,Yes,42,1,12,80130,M,Yes,No,Blue Collar,High School,231747,1,Urban,0
2535,24435649,10637.0,2,5458,0,0,33,Private,24470,16,2,Sedan,no,No,3,No,53,0,7,10232,F,Yes,No,Home Maker,Masters,129979,18,Urban,0
2536,24440121,9098.0,1,10535,0,0,39,Commercial,25740,1,1,Van,no,No,4,No,39,0,11,67011,F,No,No,Blue Collar,<High School,0,1,Urban,1
2537,24444600,10422.0,0,0,0,0,72,Private,20230,1,1,Sedan,no,No,0,No,44,0,0,0,F,No,No,Home Maker,High School,83523,8,Rural,1
2538,24455928,8937.0,0,0,0,0,35,Commercial,16820,3,1,Van,yes,No,1,No,56,2,-2147483648,99186,M,Yes,No,Manager,Bachelors,336691,9,Urban,0
2539,24457157,8652.0,0,0,0,0,29,Commercial,27170,1,2,Pickup,no,Yes,0,No,49,0,11,165193,F,No,No,Unknown,Masters,0,17,Urban,0
2540,24463729,9114.0,0,0,0,0,45,Commercial,19150,6,3,Van,no,No,3,No,43,2,12,10859,F,Yes,No,Home Maker,<High School,117283,4,Rural,0
2541,24482709,8801.0,2,4538,3180,0,27,Commercial,17020,1,1,Van,no,No,7,Yes,46,0,11,98572,M,No,No,Blue Collar,Bachelors,0,10,Urban,1
2542,24501565,8601.0,1,8385,3439,1,22,Commercial,15500,4,1,Sedan,no,No,7,Yes,37,2,13,80183,F,No,Yes,Blue Collar,Bachelors,0,12,Urban,0
2543,24507741,10408.0,0,0,0,0,18,Private,4290,10,2,Sports Car,no,No,0,No,33,3,11,27939,F,No,Yes,Clerical,High School,0,6,Rural,0
2544,24508803,9751.0,4,8193,0,0,32,Commercial,22690,6,2,Panel Truck,yes,No,5,No,37,2,11,36073,M,Yes,No,Clerical,<High School,-2147483648,6,Urban,0
2545,24526976,9866.0,0,0,5430,0,22,Private,3700,3,1,Sedan,yes,No,0,Yes,22,0,0,0,M,No,No,Student,<High School,0,1,Urban,0
2546,24527988,9493.0,1,39019,0,2,16,Private,5900,11,1,Sports Car,no,No,8,No,44,2,13,142551,F,No,Yes,Lawyer,Masters,391566,18,Urban,0
2547,24532677,8800.0,3,3587,0,0,63,Private,9480,1,1,Sports Car,no,No,0,No,55,0,7,24785,F,Yes,No,Home Maker,Bachelors,160333,9,Urban,1
2548,24535426,10481.0,1,8739,3736,0,30,Private,7500,4,1,SUV,no,No,4,Yes,60,0,0,0,F,Yes,No,Student,<High School,108148,1,Urban,0
2549,24536721,9635.0,1,37689,0,1,23,Private,9000,6,2,Pickup,no,Yes,7,No,36,2,14,20926,M,Yes,No,Clerical,High School,122046,1,Urban,0
2550,24545303,9957.0,2,893,0,0,50,Private,10450,6,2,SUV,no,No,5,No,60,0,12,89504,F,No,No,Lawyer,Masters,239965,19,Urban,0
2551,24554891,9135.0,0,0,0,0,62,Commercial,28170,11,2,Panel Truck,no,No,1,No,53,0,13,34455,M,No,No,Manager,PhD,0,15,Urban,0
2552,24560626,10629.0,0,0,0,1,10,Private,14560,1,3,SUV,no,No,3,No,45,2,7,26681,F,No,Yes,Professional,Bachelors,166588,13,Rural,1
2553,24566719,8657.0,2,25804,0,1,41,Private,26320,9,3,Sedan,no,No,0,No,43,1,7,57170,F,Yes,No,Blue Collar,<High School,198402,1,Urban,0
